7,11,12,19,13,12,9,6,12,12,17,7,14,19,14,20,12,13,13,15,12,8,20,11,19,18,17,0,16,8,15,13,22,16,14,12,11,13,5,17,12,8,20,15,14,9,3,9,14,8
13,12,13,17,15,14,8,9,13,11,11,9,10,18,8,16,6,15,17,14,10,9,23,5,6,22,12,13,0,20,11,22,24,15,18,17,13,4,8,1,14,20,4,18,15,16,10,21,16,12
1,5,9,12,7,6,1,9,11,7,12,6,9,13,10,14,8,7,9,9,10,5,14,7,14,12,12,8,9,0,9,5,16,8,11,5,5,5,4,10,9,2,13,9,6,11,6,11,8,2
8,4,18,14,10,9,13,17,11,15,16,14,15,16,13,21,11,10,6,17,13,13,17,10,15,16,20,17,11,14,0,15,13,16,17,15,16,12,12,10,13,14,13,16,8,18,14,18,15,7
6,10,14,17,12,11,6,14,14,12,17,11,14,18,15,19,13,12,14,14,14,10,8,12,19,7,11,13,14,5,14,0,21,11,16,10,10,10,9,15,13,7,18,7,11,9,11,16,12,7
15,17,13,20,11,10,16,20,12,21,19,17,22,12,22,15,18,11,7,21,11,15,19,19,14,18,23,20,20,16,13,21,0,20,19,19,18,21,19,19,14,15,16,14,20,19,17,19,9,16
15,12,12,12,17,16,7,9,11,1,13,6,5,20,10,10,8,17,13,13,13,5,19,7,11,18,12,9,12,16,17,11,20,0,15,14,15,16,4,13,9,17,13,14,18,12,6,16,11,14
10,13,9,3,14,13,12,14,19,14,7,15,10,7,16,19,12,14,16,18,14,14,22,13,18,21,21,14,18,11,18,16,19,15,0,15,14,16,13,19,18,11,20,18,9,17,11,21,13,11
5,10,14,17,8,11,6,4,16,12,8,11,14,18,15,18,13,12,12,5,14,10,16,12,12,8,17,10,13,5,14,10,21,13,16,0,1,10,9,12,6,4,10,11,11,11,7,6,13,7
4,11,15,17,7,8,7,5,13,13,7,12,15,14,16,17,12,9,11,4,13,11,8,13,11,7,18,11,14,6,15,11,18,14,14,1,0,11,10,12,7,3,9,10,12,10,8,7,14,8
6,10,12,15,12,11,4,12,12,10,15,9,11,18,11,17,10,12,14,14,13,8,18,9,10,17,8,12,4,5,12,10,20,11,16,10,10,0,7,5,12,7,8,14,9,15,9,16,11,7
5,8,8,10,11,10,3,5,7,3,9,2,5,16,6,12,4,11,12,9,9,1,17,3,13,16,8,5,8,4,12,9,16,4,13,9,9,7,0,9,5,6,12,11,8,8,2,12,7,6
11,13,14,18,16,15,9,8,14,12,12,10,11,19,9,17,7,16,16,13,9,10,21,6,5,20,12,14,1,10,10,15,20,13,19,12,12,5,9,0,14,12,3,16,14,17,11,18,11,12
10,13,10,15,11,10,8,10,10,8,14,5,10,17,11,17,9,11,7,11,12,4,15,8,18,14,13,10,13,9,13,13,14,9,18,6,7,12,5,14,0,10,16,6,13,8,7,12,10,11
1,5,11,14,7,6,3,8,13,9,10,8,11,13,12,16,10,7,8,7,12,7,11,9,14,10,14,8,11,2,9,7,15,10,11,4,3,7,6,12,10,0,12,7,8,9,8,10,10,2
13,16,17,17,16,15,12,11,17,12,15,13,10,22,11,3,10,14,18,10,12,13,17,9,2,16,9,17,4,13,13,18,16,13,20,10,9,8,12,3,16,12,0,17,17,19,14,16,14,14
8,12,9,20,14,13,10,11,7,14,17,11,16,20,17,20,14,13,10,14,7,10,15,14,19,14,18,11,18,9,16,7,14,15,18,11,10,14,10,19,6,7,17,0,15,2,8,17,5,9
7,4,10,6,11,10,5,13,15,11,16,10,13,13,13,18,12,9,13,15,14,9,17,11,19,16,16,13,13,6,8,11,20,12,9,11,11,9,8,14,13,8,17,15,0,16,10,17,12,7
10,14,11,22,16,15,12,9,9,16,17,13,18,22,19,20,16,15,12,14,9,12,17,16,21,16,20,9,20,11,18,9,16,17,17,11,10,16,8,21,8,9,19,2,17,0,6,17,7,11
7,10,10,12,13,12,5,3,9,5,11,4,7,18,8,14,6,13,10,11,11,3,16,5,15,15,10,3,10,6,14,11,17,6,11,7,8,9,2,11,7,8,14,8,10,6,0,12,9,8
11,15,18,19,10,9,12,10,17,15,14,12,17,16,18,19,16,10,12,11,19,11,15,15,18,14,20,9,19,11,18,16,19,16,21,6,7,16,12,18,12,10,16,17,17,17,12,0,17,12
9,13,4,15,15,14,7,12,12,10,16,7,12,13,13,17,11,15,15,16,2,6,20,10,16,19,14,12,12,8,15,12,9,11,13,13,13,11,7,11,10,10,14,5,12,7,9,17,0,10
1,3,11,13,7,6,3,10,13,9,12,8,11,13,10,14,8,7,9,9,12,7,13,7,15,12,14,8,11,2,7,7,16,10,11,6,5,7,6,12,11,2,14,9,7,11,8,12,10,0
